POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Kevin Harvick	4	Ford	400	13	55	47	7	0
2	Christopher Bell	20	Toyota	400	21	0	35	0	0
3	Chris Buescher	17	Ford	400	18	0	38	4	0
4	Denny Hamlin	11	Toyota	400	3	22	50	17	0
5	Chase Elliott	9	Chevrolet	400	23	1	35	3	0
6	Joey Logano	22	Ford	400	17	222	45	14	0
7	Martin Truex Jr.	19	Toyota	400	6	0	31	1	0
8	Aric Almirola	10	Ford	400	32	0	34	5	0
9	Kyle Busch	18	Toyota	400	29	0	29	1	0
10	Ryan Blaney	12	Ford	400	10	1	38	11	0
11	William Byron	24	Chevrolet	400	4	0	32	6	0
12	Austin Cindric	2	Ford	399	33	0	25	0	0
13	Bubba Wallace	23	Toyota	399	11	0	24	0	0
14	Kyle Larson	5	Chevrolet	399	1	11	40	17	0
15	Brad Keselowski	6	Ford	399	8	0	29	7	0
16	Austin Dillon	3	Chevrolet	399	12	0	21	0	0
17	Ty Dillon	42	Chevrolet	398	22	0	20	0	0
18	Ross Chastain	1	Chevrolet	398	2	80	29	10	0
19	Daniel Suarez	99	Chevrolet	398	24	0	18	0	0
20	Alex Bowman	48	Chevrolet	398	5	0	20	3	0
21	Justin Haley	31	Chevrolet	398	27	0	16	0	0
22	Ricky Stenhouse Jr.	47	Chevrolet	398	20	6	15	0	0
23	Chase Briscoe	14	Ford	397	15	0	16	2	0
24	Noah Gragson	16	Chevrolet	397	19	0	0	0	0
25	Harrison Burton	21	Ford	397	30	0	12	0	0
26	Cole Custer	41	Ford	397	7	2	13	2	0
27	Todd Gilliland	38	Ford	397	16	0	10	0	0
28	Corey LaJoie	7	Chevrolet	397	31	0	9	0	0
29	Michael McDowell	34	Ford	395	34	0	8	0	0
30	Landon Cassill	77	Chevrolet	395	25	0	0	0	0
31	Tyler Reddick	8	Chevrolet	394	26	0	6	0	0
32	J.J. Yeley	15	Ford	393	35	0	0	0	0
33	B.J. McLeod	78	Ford	392	36	0	0	0	0
34	Cody Ware	51	Ford	391	28	0	3	0	0
35	Erik Jones	43	Chevrolet	240	9	0	2	0	0
36	Ty Gibbs	45	Toyota	180	14	0	0	0	0
