POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Denny Hamlin	11	Toyota	400	6	136	53	13	0
2	Kyle Larson	5	Chevrolet	400	21	39	51	16	0
3	Martin Truex Jr.	19	Toyota	400	15	69	51	17	0
4	Kyle Busch	8	Chevrolet	400	1	34	42	9	0
5	Chase Elliott	9	Chevrolet	400	29	0	40	8	0
6	Noah Gragson	10	Ford	400	5	0	31	0	0
7	Ryan Blaney	12	Ford	400	2	47	40	10	0
8	Alex Bowman	48	Chevrolet	400	9	0	41	12	0
9	Daniel Hemric	31	Chevrolet	400	14	5	28	0	0
10	Ty Gibbs	54	Toyota	400	19	0	27	0	0
11	Tyler Reddick	45	Toyota	400	4	0	38	12	0
12	Ross Chastain	1	Chevrolet	400	22	0	25	0	0
13	AJ Allmendinger	16	Chevrolet	400	10	0	0	0	0
14	Josh Berry	4	Ford	400	12	0	23	0	0
15	Austin Cindric	2	Ford	400	11	0	22	0	0
16	Joey Logano	22	Ford	400	13	0	21	0	0
17	Chris Buescher	17	Ford	400	18	0	20	0	0
18	Daniel Suarez	99	Chevrolet	399	31	0	19	0	0
19	Chase Briscoe	14	Ford	399	7	0	18	0	0
20	John Hunter Nemechek	42	Toyota	398	34	0	17	0	0
21	Corey LaJoie	7	Chevrolet	398	25	33	16	0	0
22	Carson Hocevar	77	Chevrolet	397	20	0	15	0	0
23	Justin Haley	51	Ford	397	36	0	14	0	0
24	Zane Smith	71	Chevrolet	397	37	0	13	0	0
25	Corey Heim	43	Toyota	397	32	0	0	0	0
26	Harrison Burton	21	Ford	397	26	0	11	0	0
27	Austin Dillon	3	Chevrolet	396	23	0	10	0	0
28	Jimmie Johnson	84	Toyota	395	27	0	9	0	0
29	Kaz Grala	15	Ford	394	35	0	8	0	0
30	Brad Keselowski	6	Ford	383	24	0	7	0	0
31	Todd Gilliland	38	Ford	379	30	0	6	0	0
32	Bubba Wallace	23	Toyota	329	16	1	6	1	0
33	William Byron	24	Chevrolet	329	3	36	13	9	0
34	Christopher Bell	20	Toyota	328	33	0	3	0	0
35	Ricky Stenhouse Jr.	47	Chevrolet	320	17	0	5	3	0
36	Michael McDowell	34	Ford	285	8	0	1	0	0
37	Ryan Preece	41	Ford	66	28	0	1	0	0
